"year","agency","type","pop","tot","weight","add_weight","Low","High","TotRate","WeightRate","AddRate","LowRate","HighRate","ori"
2004,"KERSHAW CO SO CAMDEN","County",47009,18,24.9448116974742,6.94481169747425,24.354191513816,25.7245547071727,38.2905401093408,53.0639062678939,14.7733661585531,51.8075081661299,54.7226163227738,"SC0280000"
2005,"KERSHAW CO SO CAMDEN","County",47914,20,27.7225956463548,7.72259564635478,27.0031148821173,28.6117137726695,41.7414534374087,57.8590717668213,16.1176183294126,56.3574631258449,59.7147259103174,"SC0280000"
2006,"KERSHAW CO SO CAMDEN","County",48918,16,22.0365597411814,6.03655974118136,21.414074134762,22.761755133609,32.7077967210434,45.0479572778555,12.3401605568121,43.7754489855718,46.5304287452656,"SC0280000"
2007,"KERSHAW CO SO CAMDEN","County",50212,8,10.6738916212731,2.67389162127308,10.2366737042781,11.1978932025211,15.9324464271489,21.2576508031408,5.32520437599196,20.3869069232018,22.3012291932628,"SC0280000"
2008,"KERSHAW CO SO CAMDEN","County",50575,6,7.98142998172855,1.98142998172855,7.46140024606581,8.7851032362393,11.8635689569946,15.7813741606101,3.91780520361552,14.7531393891563,17.3704463395735,"SC0280000"
2009,"KERSHAW CO SO CAMDEN","County",51213,16,21.3557600629312,5.3557600629312,20.7570942213056,22.2233823384857,31.2420674438131,41.6998810124992,10.4578135686861,40.5309085999759,43.3940256155384,"SC0280000"
2010,"KERSHAW CO SO CAMDEN","County",53214,14,18.2691253939776,4.26912539397764,17.782580209869,18.8520554543157,26.3088660878716,34.3314266809066,8.02256059303499,33.4171086741628,35.4268716020515,"SC0280000"
2011,"KERSHAW CO SO CAMDEN","County",53834,4,5.30722738483864,1.30722738483864,4.99585219566558,5.74336005699945,7.43024854181372,9.85850463431779,2.42825609250406,9.28010587299027,10.6686481721578,"SC0280000"
2012,"KERSHAW CO SO CAMDEN","County",54221,5,6.51839645392357,1.51839645392357,6.18892990277624,6.92216704251062,9.22151933752605,12.0219037899035,2.80038445237743,11.4142673554089,12.7665794480194,"SC0280000"
2013,"KERSHAW CO SO CAMDEN","County",54179,8,10.580576013242,2.58057601324201,10.1931224686083,11.0675829801426,14.7658686945126,19.5289245154802,4.76305582096756,18.8137884948195,20.4278096313011,"SC0280000"
2014,"KERSHAW CO SO CAMDEN","County",54255,5,6.53540400009999,1.53540400009999,6.25593717593751,6.85135195152046,9.21574048474795,12.045717445581,2.82997696083308,11.5306187004654,12.6280563109768,"SC0280000"
2015,"KERSHAW CO SO CAMDEN","County",54822,12,16.3202050500394,4.32020505003939,15.7187308118691,17.0101166825003,21.8890226551385,29.7694448397348,7.88042218459631,28.6723045709188,31.0279024524832,"SC0280000"
2016,"KERSHAW CO SO CAMDEN","County",55130,4,5.37122631179849,1.37122631179849,5.06936210584304,5.7681614554988,7.25557772537638,9.74283749646017,2.48725977108378,9.19528769425546,10.4628359432229,"SC0280000"
2017,"KERSHAW CO SO CAMDEN","County",55750,4,5.2276370956911,1.2276370956911,4.95895974712554,5.53035134224428,7.17488789237668,9.37692752590333,2.20203963352664,8.8949950621086,9.9199127215144,"SC0280000"
2018,"KERSHAW CO SO CAMDEN","County",56369,9,12.0325771966825,3.03257719668246,11.5656810736476,12.6046293122562,15.9662225691426,21.3460895114025,5.37986694225986,20.5178042428419,22.3609241112246,"SC0280000"
2019,"KERSHAW CO SO CAMDEN","County",56929,21,29.1734535239505,8.1734535239505,28.3876145168636,30.1288621819143,36.8880535403749,51.245329311863,14.3572757714882,49.864944961028,52.9235752989062,"SC0280000"
2020,"KERSHAW CO SO CAMDEN","County",57957,35,48.6704492987047,13.6704492987047,47.512674920593,50.7132399748984,60.3895991856031,83.976826438057,23.5872272524539,81.979182705442,87.5014924424977,"SC0280000"
2021,"KERSHAW CO SO CAMDEN","County",57578,25,33.8732340184038,8.87323401840381,33.0141706381617,35.1319329486738,43.4193615617076,58.8301678043763,15.4108062426687,57.3381684639302,61.0162439624055,"SC0280000"
2022,"KERSHAW CO SO CAMDEN","County",57154,58,79.7443634872369,21.7443634872369,78.2813725053973,81.8891854710623,101.480211358785,139.525428644079,38.045217285294,136.965693574198,143.278135337968,"SC0280000"
2021,"SHAWNEE","City",31724,43,68.4635574200604,25.4635574200604,66.1898829188999,74.3175760773619,135.544067582903,215.809977997921,80.2659104150183,208.64292938753,234.262943126219,"OK0630100"
2022,"SHAWNEE","City",31865,51,80.3145897134875,29.3145897134875,78.2113389227422,87.61758066763,160.050211831163,252.046413662286,91.9962018311234,245.445909062426,274.964947960552,"OK0630100"
1993,"DE KALB PD","City",35350,6,10.6008202751895,4.60082027518955,9.72060217900251,12.1115519775436,16.973125884017,29.9881761674386,13.0150502834216,27.4981674087765,34.2618160609437,"IL0190800"
1994,"DE KALB PD","City",35516,4,6.73221458252113,2.73221458252113,6.07328436588498,7.58844884398316,11.2625295641401,18.9554414419448,7.69291187780474,17.1001361805524,21.3662823628313,"IL0190800"
2021,"DE KALB PD","City",42475,70,103.06969328137,33.0696932813703,101.531800107581,105.98114152349,164.802825191289,242.659666348135,77.8568411568458,239.038964349809,249.514164858128,"IL0190800"
2022,"DE KALB PD","City",40555,54,80.7696734615041,26.7696734615041,79.0118388943166,83.6944531362379,133.152508938479,199.160827176684,66.0083182382052,194.826381196687,206.372711468963,"IL0190800"
2021,"PEORIA PD","City",194566,63,89.3384986461647,26.3384986461647,87.5423305331716,92.7670570190297,32.3797580255543,45.9168090242718,13.5370509987175,44.9936425342411,47.6789660161743,"AZ0072100"
2022,"PEORIA PD","City",197894,56,80.8070045762085,24.8070045762085,78.8275195804701,85.5170629681655,28.2979777052361,40.8334788200797,12.5355011148435,39.8332034222716,43.2135703801861,"AZ0072100"
1996,"BENTON TWP PD BENTON HARBOR","City",17718,28,47.6070411372363,19.6070411372363,45.6151904774439,52.8070647840816,158.031380516988,268.693086901661,110.661706384673,257.45112584628,298.041905317088,"MI1124900"
1997,"BENTON TWP PD BENTON HARBOR","City",18050,14,22.0997122796687,8.09971227966872,21.1862481611752,23.4175027229753,77.5623268698061,122.436079111738,44.8737522419319,117.375336072993,129.736857190999,"MI1124900"
1998,"BENTON TWP PD BENTON HARBOR","City",16636,15,23.9502453948985,8.95024539489848,22.8779820147223,25.3867852724298,90.1659052656889,143.966370491094,53.8004652254056,137.520930600639,152.601498391619,"MI1124900"
1999,"BENTON TWP PD BENTON HARBOR","City",16036,5,9.57269269841388,4.57269269841388,8.49387037973736,12.5705131864782,31.1798453479671,59.6950155800317,28.5151702320646,52.9675129691778,78.389331419794,"MI1124900"
2000,"BENTON TWP PD BENTON HARBOR","City",16404,10,15.4261124948048,5.42611249480479,14.464690358723,17.1849186552819,60.960741282614,94.0387252792294,33.0779839966154,88.1778246691233,104.760538010741,"MI1124900"
2001,"BENTON TWP PD BENTON HARBOR","City",16490,5,7.43495903298535,2.43495903298535,6.96808741288105,7.99988518921699,30.3214069132808,45.0876836445443,14.7662767312635,42.2564427706552,48.5135548163553,"MI1124900"
2002,"BENTON TWP PD BENTON HARBOR","City",16589,8,11.462459545476,3.46245954547599,10.9398919118228,12.1454992785991,48.2247272288866,69.0967481190909,20.8720208902043,65.9466629201449,73.2141737211352,"MI1124900"
2003,"BENTON TWP PD BENTON HARBOR","City",16259,5,7.19643165481699,2.19643165481699,6.76527770163082,7.78920412844399,30.7521987822129,44.2612193543083,13.5090205720954,41.6094329394847,47.9070307426286,"MI1124900"
2004,"BENTON TWP PD BENTON HARBOR","City",16207,7,10.3443555206292,3.34435552062924,9.78716585367357,11.0787495235551,43.1912136731042,63.8264670860075,20.6352534129033,60.3885102343035,68.3578054146671,"MI1124900"
2005,"BENTON TWP PD BENTON HARBOR","City",16115,8,11.5746912253624,3.57469122536239,10.9875354346361,12.3854395323141,49.6431895749302,71.8255738464933,22.1823842715631,68.1820380678628,76.8565903339377,"MI1124900"
2006,"BENTON TWP PD BENTON HARBOR","City",15894,2,2.97469270485814,0.974692704858143,2.65895340430603,3.40087705037407,12.5833647917453,18.7158217242868,6.13245693254148,16.7292903253179,21.3972382683659,"MI1124900"
2007,"BENTON TWP PD BENTON HARBOR","City",15626,2,2.89518363216552,0.895183632165521,2.60588829400534,3.25852964569164,12.7991808524254,18.5279894545342,5.7288086021088,16.6766177780964,20.8532551240986,"MI1124900"
2008,"BENTON TWP PD BENTON HARBOR","City",15136,5,7.02526298394847,2.02526298394847,6.59458409007181,7.60268758521769,33.0338266384778,46.4142639002938,13.380437261816,43.5688695168592,50.2291727353177,"MI1124900"
2009,"BENTON TWP PD BENTON HARBOR","City",15043,2,2.79732138637763,0.79732138637763,2.53301023774708,3.11679608590059,13.2952203682776,18.5955021363932,5.3002817681156,16.8384646529753,20.7192454025167,"MI1124900"
2011,"BENTON TWP PD BENTON HARBOR","City",14738,1,1.39541732208751,0.395417322087509,1.21925922215712,1.63759606503284,6.78518116433709,9.46815933021787,2.68297816588078,8.27289470862475,11.1113859752534,"MI1124900"
2012,"BENTON TWP PD BENTON HARBOR","City",14771,2,2.77483461065552,0.774834610655516,2.55893404098083,3.07001037016694,13.5400446821474,18.7856923069225,5.245647624775,17.3240406267743,20.7840387933582,"MI1124900"
2016,"BENTON TWP PD BENTON HARBOR","City",14413,5,7.3005743380404,2.3005743380404,6.88972618224232,7.9009632236773,34.6909040449594,50.6527047668105,15.9618007218511,47.8021659768425,54.8183114110684,"MI1124900"
2017,"BENTON TWP PD BENTON HARBOR","City",14354,10,15.9890785292176,5.98907852921758,14.9610699913713,17.6445763187267,69.666991779295,111.39110024535,41.7241084660553,104.229274009832,122.924455334587,"MI1124900"
2018,"BENTON TWP PD BENTON HARBOR","City",14382,5,7.07507937481519,2.07507937481519,6.6138912387854,7.66263346490581,34.7656793213739,49.1939881436184,14.4283088222444,45.9872843748116,53.2793315596288,"MI1124900"
2019,"BENTON TWP PD BENTON HARBOR","City",14372,23,36.6176542969273,13.6176542969273,34.9777790338346,40.092048632848,160.033398274422,254.784680607621,94.7512823331983,243.374471429409,278.959425499917,"MI1124900"
2020,"BENTON TWP PD BENTON HARBOR","City",14251,71,105.230187088597,34.2301870885967,103.466995764138,108.771583911492,498.210651884078,738.40563531399,240.194983429911,726.033231100539,763.255798971947,"MI1124900"
2021,"BENTON TWP PD BENTON HARBOR","City",14230,41,65.9293009350903,24.9293009350903,63.7206988860814,71.1414856352898,288.123682361209,463.312023437037,175.188341075828,447.791278187501,499.940166094798,"MI1124900"
2022,"BENTON TWP PD BENTON HARBOR","City",14081,52,81.4552294393013,29.4552294393013,79.2376605647684,88.1265393534655,369.29195369647,578.476169585266,209.184215888795,562.727509159637,625.854267122119,"MI1124900"
2016,"GRESHAM","City",111491,20,28.4520618133492,8.45206181334915,27.4971409262451,29.8683857461935,17.9386676951503,25.5196041055773,7.58093641042699,24.6631036821314,26.7899523245764,"OR0260100"
2017,"GRESHAM","City",112466,30,43.0099278309084,13.0099278309084,41.7730860084312,45.5510866334649,26.6747283623495,38.2426047257912,11.5678763634417,37.1428574043988,40.5020954185842,"OR0260100"
2018,"GRESHAM","City",111797,33,47.5331495689094,14.5331495689094,46.1618108223118,50.3085564720929,29.5177867026843,42.517374857026,12.9995881543417,41.2907419897777,44.9999163413087,"OR0260100"
2019,"GRESHAM","City",110692,59,82.4755463500671,23.4755463500671,81.0685239649158,84.5767171992874,53.3010515665089,74.5090398132359,21.2079882467271,73.2379250216057,76.4072536400891,"OR0260100"
2020,"GRESHAM","City",109767,67,95.4289987047474,28.4289987047474,93.6905783613957,99.6227148851565,61.0383812985688,86.9377852221045,25.8994039235357,85.3540484493479,90.758347121773,"OR0260100"
2021,"GRESHAM","City",110448,64,92.8065026929287,28.8065026929287,90.8756608705608,97.3737121400006,57.9458206576851,84.0273275142409,26.0815068565558,82.2791366711582,88.1624946943363,"OR0260100"
2022,"GRESHAM","City",111590,57,81.5458230420737,24.5458230420737,79.8997904642477,84.4174099148559,51.0798458643248,73.0762819626075,21.9964360982827,71.6012102018529,75.6496190651993,"OR0260100"
2019,"COWETA CO SO NEWNAN","County",99300,26,34.8668332374498,8.86683323744985,34.1415474273331,35.9336051286725,26.1832829808661,35.1126215885698,8.92933860770377,34.3822229882509,36.1869135233359,"GA0380000"
2020,"COWETA CO SO NEWNAN","County",99880,34,46.7519126050403,12.7519126050403,45.6375943618176,48.886995932078,34.0408490188226,46.8080823038049,12.7672332849823,45.6924252721441,48.9457308090488,"GA0380000"
2021,"COWETA CO SO NEWNAN","County",100674,56,76.3671465706921,20.3671465706921,75.2710998815753,78.1500110284381,55.6250869141983,75.8558779532869,20.2307910390886,74.7671691614273,77.6268063536147,"GA0380000"
2022,"COWETA CO SO NEWNAN","County",100407,59,81.5485868165135,22.5485868165135,80.1817199392961,83.6834159546021,58.7608433674943,81.2180294367062,22.4571860692119,79.8567031574453,83.3442050400889,"GA0380000"
2004,"QUINCY PD","City",88824,30,41.4684976629737,11.4684976629737,40.3129997984045,43.9104047155609,33.7746554985139,46.6861407535955,12.9114852550816,45.3852560100924,49.4352930689463,"MA0112000"
2005,"QUINCY PD","City",89661,22,29.5858718701235,7.58587187012354,28.6083414884565,31.0846511249587,24.5368666421298,32.99748148038,8.46061483825023,31.9072299979439,34.6690881486473,"MA0112000"
2006,"QUINCY PD","City",90792,11,14.7286336027198,3.72863360271979,14.0640702416296,15.7069821776065,12.1156048991101,16.222391403119,4.10678650400893,15.490428938265,17.2999627473858,"MA0112000"
2007,"QUINCY PD","City",91382,8,10.5728959470188,2.57289594701882,10.0991018049559,11.1852738169098,8.75445930270732,11.5699984099919,2.81553910728461,11.051521968173,12.2401280524718,"MA0112000"
2008,"QUINCY PD","City",95061,14,19.3865236911423,5.38652369114228,18.4655312997469,21.0506388134739,14.7273855734739,20.3937720949099,5.66638652143601,19.4249285193159,22.1443481695689,"MA0112000"
2009,"QUINCY PD","City",96580,26,34.8084135829769,8.80841358297694,33.835633205481,36.5866429402839,26.9206875129426,36.0410163418689,9.12032882892622,35.0337887818192,37.8822146824227,"MA0112000"
2010,"QUINCY PD","City",92271,37,51.5310197308334,14.5310197308334,49.9167737934985,54.9783719138028,40.0992727942691,55.8474707446905,15.7481979504215,54.0980089014951,59.5835873826043,"MA0112000"
2011,"QUINCY PD","City",92834,31,41.0446072422129,10.0446072422129,40.0932853234029,42.6567819312027,33.3929379322231,44.2129039384417,10.8199660062186,43.1881480097841,45.9495248844202,"MA0112000"
2012,"QUINCY PD","City",93736,40,53.1912387858115,13.1912387858115,51.9262035423168,55.6492464896452,42.67303917385,56.7457954103135,14.0727562364636,55.3962229477648,59.3680618861965,"MA0112000"
2013,"QUINCY PD","City",93490,35,46.9522222116156,11.9522222116156,45.7449252008592,48.8194931281699,37.4371590544443,50.221651739882,12.7844926854376,48.9302868765207,52.2189465484757,"MA0112000"
2014,"QUINCY PD","City",94035,57,75.9652803876175,18.9652803876175,74.6113796946912,78.3580091743105,60.6157281863136,80.7840489047881,20.1683207184745,79.3442651084077,83.3285576373802,"MA0112000"
2015,"QUINCY PD","City",93671,55,73.0084245431717,18.0084245431717,71.7519473345818,75.2124722953668,58.7161448046887,77.9413314079829,19.2251866032942,76.5999587221038,80.29429844388,"MA0112000"
2016,"QUINCY PD","City",93437,95,127.131120085314,32.1311200853141,125.704491215569,129.886265370726,101.67278487109,136.060789714261,34.3880048431715,134.533954659898,139.009455965759,"MA0112000"
2017,"QUINCY PD","City",93966,91,123.360615200673,32.3606152006731,121.609984179303,127.282345430994,96.8435391524594,131.28218206657,34.4386429141106,129.41913477141,135.455745089707,"MA0112000"
2018,"QUINCY PD","City",94388,90,121.559922892709,31.5599228927094,119.958780082698,125.140675862109,95.3511039538924,128.787476048554,33.4363720946618,127.09113455386,132.581128810981,"MA0112000"
2019,"QUINCY PD","City",94113,70,96.0084625576462,26.0084625576462,94.4588479376904,100.445174911527,74.3786724469521,102.014028410152,27.6353559631998,100.367481578199,106.728268051732,"MA0112000"
2020,"QUINCY PD","City",94519,68,95.9411739083426,27.9411739083426,93.7686184856833,101.22190963388,71.9432071858568,101.504643413856,29.5614362279992,99.2061051065747,107.091600243211,"MA0112000"
2021,"QUINCY PD","City",95737,63,86.5829925813652,23.5829925813652,84.904361214294,89.9180300981869,65.805279045719,90.4383807528596,24.6331017071406,88.6850028873832,93.9219216167071,"MA0112000"
2022,"QUINCY PD","City",101434,58,81.6404355430774,23.6404355430774,79.6814791889972,86.7738470056856,57.1800382514739,80.4862625382785,23.3062242868046,78.5550004820842,85.5471015691835,"MA0112000"
2019,"GREENSBORO PD","City",298025,72,96.5483889566675,24.5483889566675,95.1855865130075,99.7164746528154,24.1590470598104,32.3960704493474,8.23702338953696,31.938792555325,33.4590972746633,"NC0410200"
2020,"GREENSBORO PD","City",299887,79,106.682919359607,27.6829193596074,105.460435497939,108.895204471928,26.3432559597448,35.5743728002906,9.23111684054572,35.1667246322577,36.3120790404144,"NC0410200"
2021,"GREENSBORO PD","City",300865,81,109.036083559816,28.0360835598163,107.546973501279,111.70817838814,26.9223738221461,36.240866687656,9.31849286550987,35.7459237536034,37.129004167364,"NC0410200"
2022,"GREENSBORO PD","City",298719,61,81.8880719243119,20.8880719243119,80.5784774970149,83.9404936406838,20.4205289921297,27.4130778170494,6.9925488249197,26.9746743585158,28.1001521967748,"NC0410200"
2021,"HAZELWOOD","City",24976,44,65.2055074355666,21.2055074355666,63.6327515833721,67.5892687566269,176.169122357463,261.072659495382,84.9035371379189,254.775590900753,270.616867219038,"MO0953800"
2022,"HAZELWOOD","City",0,55,81.946717329725,26.946717329725,80.1780749588314,89.0237649960881,Inf,Inf,NA,Inf,Inf,"MO0953800"
2003,"YELL CO SO DANVILLE","County",14745,5,7.18818655323002,2.18818655323002,6.84280920363582,7.619754032786,33.9097999321804,48.7499935790439,14.8401936468635,46.4076582138747,51.6768669568396,"AR0750000"
2004,"YELL CO SO DANVILLE","County",13598,6,8.51978814205178,2.51978814205178,8.14634308774647,8.95544730404155,44.1241359023386,62.6547149731709,18.5305790708323,59.9083915851336,65.8585623182935,"AR0750000"
2005,"YELL CO SO DANVILLE","County",12736,10,14.3492222774295,4.34922227742953,13.8537332885416,15.0015285613716,78.5175879396985,112.666632203435,34.1490442637369,108.77617217762,117.788383804739,"AR0750000"
2006,"YELL CO SO DANVILLE","County",12794,14,19.67941280444,5.67941280443997,19.0398132169913,20.6103577937319,109.426293575113,153.817514494607,44.3912209194933,148.818299335558,161.093933044645,"AR0750000"
2007,"YELL CO SO DANVILLE","County",13027,6,8.28738685829482,2.28738685829482,7.92486178813076,8.68798258382879,46.0581868427113,63.6170020595288,17.5588152168175,60.8341274900649,66.692120855368,"AR0750000"
2008,"YELL CO SO DANVILLE","County",12959,7,9.46207561191885,2.46207561191885,9.08509991772251,9.87228870897661,54.0165136198781,73.0154765947901,18.998962974912,70.106489063373,76.1809453582577,"AR0750000"
2009,"YELL CO SO DANVILLE","County",13193,3,4.16473249129966,1.16473249129966,3.93195905955612,4.44285579109951,22.739331463655,31.5677441923721,8.82841272871716,29.8033734522559,33.6758568263436,"AR0750000"
2010,"YELL CO SO DANVILLE","County",13142,1,1.46305896104248,0.46305896104248,1.30495445631513,1.65792415337319,7.60919190381981,11.1326964011755,3.52350449735565,9.92964888384667,12.6154630449946,"AR0750000"
2011,"YELL CO SO DANVILLE","County",13241,1,1.33514950973386,0.335149509733863,1.21107175987308,1.4702281601934,7.55229967525111,10.0834492087747,2.53114953352362,9.14637685879529,11.1036036567737,"AR0750000"
2012,"YELL CO SO DANVILLE","County",13119,6,8.47868081809814,2.47868081809814,8.09583571040288,8.90236091774829,45.7351932311914,64.6290175935524,18.893824362361,61.7107684305425,67.8585327978374,"AR0750000"
2013,"YELL CO SO DANVILLE","County",12957,2,2.75428724860127,0.754287248601273,2.58988862037621,2.9646650763255,15.4356718376167,21.2571370579708,5.82146522035404,19.9883354200525,22.8807986133017,"AR0750000"
2014,"YELL CO SO DANVILLE","County",12895,5,6.88153956539142,1.88153956539142,6.55845423990554,7.22409698660657,38.7747188832881,53.3659524264554,14.5912335431673,50.8604438922492,56.0224659682557,"AR0750000"
2015,"YELL CO SO DANVILLE","County",12965,6,8.53145641601761,2.53145641601761,8.15284972896242,9.00835518101418,46.2784419591207,65.8037517625732,19.5253098034525,62.8835304972034,69.4821070652848,"AR0750000"
2016,"YELL CO SO DANVILLE","County",12787,7,9.87093766343708,2.87093766343708,9.47855322754747,10.3302883107816,54.7430984593728,77.1951017708382,22.4520033114654,74.126481798291,80.7874271586896,"AR0750000"
2017,"YELL CO SO DANVILLE","County",12636,6,8.95795471826554,2.95795471826554,8.50320596271562,9.49884568987954,47.4833808167142,70.8923292043807,23.4089483876665,67.2934944817634,75.1728845352924,"AR0750000"
2018,"YELL CO SO DANVILLE","County",12648,9,13.2113891112641,4.21138911126409,12.5215963850959,14.4704834921781,71.157495256167,104.454373112461,33.2968778562942,99.0006039302336,114.409262272123,"AR0750000"
2019,"YELL CO SO DANVILLE","County",12626,5,7.12424994248581,2.12424994248581,6.7930302093519,7.55019446744092,39.6008236971329,56.4252331893379,16.824409492205,53.8019183379685,59.7987839968392,"AR0750000"
2020,"YELL CO SO DANVILLE","County",13140,12,17.9198172503542,5.91981725035419,17.1750488457235,18.9241868520233,91.324200913242,136.376082574994,45.0518816617518,130.708134290133,144.019686849492,"AR0750000"
2021,"YELL CO SO DANVILLE","County",12938,20,29.5493261001132,9.54932610011321,28.4816745236749,31.405902820078,154.583397743082,228.391761478692,73.8083637356099,220.139701064112,242.741558355836,"AR0750000"
2022,"YELL CO SO DANVILLE","County",12719,56,82.7276586680176,26.7276586680176,81.3614519259682,85.327090064452,440.286186020914,650.425809167526,210.139623146612,639.684345671579,670.863197298939,"AR0750000"
1992,"ANDERSON CO SO ANDERSON","County",104633,10,16.1996813102476,6.19968131024765,15.080729403732,17.7358854598782,9.55721426318657,15.4823825277376,5.925168264551,14.4129762156605,16.9505657487392,"SC0040000"
1993,"ANDERSON CO SO ANDERSON","County",102217,11,16.6610672835481,5.66106728354807,15.8652383956998,18.1662573672807,10.761419333379,16.2997028709002,5.53828353752123,15.5211348363773,17.7722466588539,"SC0040000"
1994,"ANDERSON CO SO ANDERSON","County",102805,18,29.0452746939754,11.0452746939754,27.428717987808,33.9966671895997,17.5088760274306,28.2527840999712,10.7439080725407,26.6803346022159,33.0690795093621,"SC0040000"
1995,"ANDERSON CO SO ANDERSON","County",101490,2,2.88145702020579,0.88145702020579,2.59297542626629,3.27142072663387,1.97063750123165,2.83915363110237,0.868516129870716,2.55490730738623,3.22339218310559,"SC0040000"
1996,"ANDERSON CO SO ANDERSON","County",102208,21,31.5579448562818,10.5579448562818,30.4371138563769,32.9880862721928,20.5463368816531,30.8761983957047,10.3298615140516,29.7795807142072,32.275444458548,"SC0040000"
1997,"ANDERSON CO SO ANDERSON","County",103893,27,40.3469417661118,13.3469417661118,39.3156365911583,41.8998487757028,25.9882763997574,38.8350916482456,12.8468152484882,37.8424307616089,40.3298092996668,"SC0040000"
1998,"ANDERSON CO SO ANDERSON","County",114957,21,30.0220153066079,9.02201530660788,29.2369676369755,31.0461157145966,18.2677000965578,26.1158653293039,7.84816523274606,25.4329598345255,27.0067205255848,"SC0040000"
1999,"ANDERSON CO SO ANDERSON","County",118786,11,15.5348340911084,4.53483409110841,14.9860431477626,16.2614930118636,9.26035054636068,13.0780008512017,3.81765030484098,12.616001168288,13.6897386997319,"SC0040000"
2000,"ANDERSON CO SO ANDERSON","County",123505,11,15.6543105879465,4.65431058794653,15.0158744006614,16.4257369135215,8.90652200315777,12.6750419723465,3.76851996918872,12.1581105223768,13.2996533853055,"SC0040000"
2001,"ANDERSON CO SO ANDERSON","County",125074,22,30.2210025777216,8.22100257772157,29.4910683960849,31.1775362975207,17.589586964517,24.1624978634421,6.57291089892509,23.5788960104297,24.9272720929375,"SC0040000"
2002,"ANDERSON CO SO ANDERSON","County",126434,20,27.6415153086297,7.64151530862971,26.9834341588645,28.6438822890317,15.818529825838,21.8624067170458,6.04387689120783,21.3419129022767,22.655205315842,"SC0040000"
2003,"ANDERSON CO SO ANDERSON","County",129239,15,20.5886876103241,5.58868761032413,19.9305070450703,21.3877431533077,11.6064036397682,15.9307079212344,4.32430428146622,15.4214339673553,16.5489853320652,"SC0040000"
2004,"ANDERSON CO SO ANDERSON","County",130673,25,34.0835166309169,9.08351663091685,33.1792206727992,35.4760319561335,19.1317257581903,26.0830597222968,6.95133396410647,25.3910300312989,27.1487085749416,"SC0040000"
2005,"ANDERSON CO SO ANDERSON","County",132574,96,128.763125754879,32.7631257548791,127.31331697897,131.002607961959,72.4123885528082,97.1254738899627,24.7130853371545,96.031889344042,98.8147057205479,"SC0040000"
2006,"ANDERSON CO SO ANDERSON","County",134530,100,133.587629727553,33.5876297275533,132.430069557937,135.794471579456,74.3328625585371,99.2995092005897,24.9666466420526,98.4390615906767,100.939917921248,"SC0040000"
2007,"ANDERSON CO SO ANDERSON","County",140828,105,139.336513774657,34.336513774657,138.008700594598,141.610583165364,74.5590365552305,98.9409164190765,24.381879863846,97.9980547864047,100.555701398418,"SC0040000"
2008,"ANDERSON CO SO ANDERSON","County",141763,128,169.599487552312,41.5994875523124,167.902992281959,172.249854412785,90.29154292728,119.635932896674,29.3443899693943,118.439220587854,121.505508780701,"SC0040000"
2009,"ANDERSON CO SO ANDERSON","County",144181,116,153.390121792939,37.3901217929391,151.919849014892,155.933145707945,80.4544288082341,106.3871951179,25.9327663096657,105.367454113158,108.150966984516,"SC0040000"
2010,"ANDERSON CO SO ANDERSON","County",146280,94,124.478430049648,30.4784300496475,123.100614996717,126.481717626063,64.2603226688543,85.0960008542846,20.8356781854304,84.154098302377,86.4654892166141,"SC0040000"
2011,"ANDERSON CO SO ANDERSON","County",148379,77,101.361540857953,24.3615408579529,100.290476375968,103.043699220396,51.8941359626362,68.3125919826613,16.418456020025,67.5907482702864,69.4462823043667,"SC0040000"
2012,"ANDERSON CO SO ANDERSON","County",149153,120,161.250912588399,41.2509125883992,159.867740593326,163.871060149632,80.4542986061293,108.111075599149,27.6567769930201,107.183724493189,109.867760051512,"SC0040000"
2013,"ANDERSON CO SO ANDERSON","County",150080,71,94.6454959820671,23.6454959820671,93.5441719531237,96.3453364108005,47.3081023454158,63.0633635274968,15.755261182081,62.3295388813457,64.195986414446,"SC0040000"
2014,"ANDERSON CO SO ANDERSON","County",151040,68,91.6763928648274,23.6763928648274,90.6269256327658,93.2790284791269,45.021186440678,60.6967643437681,15.6755779030902,60.0019369920324,61.7578313553541,"SC0040000"
2015,"ANDERSON CO SO ANDERSON","County",152973,80,108.023925396322,28.0239253963224,106.752853214786,110.081998914257,52.2968105482667,70.6163345141446,18.3195239658779,69.7854217507571,71.9617180249175,"SC0040000"
2016,"ANDERSON CO SO ANDERSON","County",154559,80,107.895468170622,27.8954681706224,106.638462001308,109.842258032897,51.7601692557535,69.8085961805022,18.0484269247487,68.9953105295114,71.0681733402114,"SC0040000"
2017,"ANDERSON CO SO ANDERSON","County",154825,84,113.823695895334,29.8236958953342,112.432339233379,115.75082951242,54.2548038107541,73.5176463073368,19.2628424965827,72.6189822272754,74.7623636443857,"SC0040000"
2018,"ANDERSON CO SO ANDERSON","County",155091,75,102.558897067235,27.5588970672345,101.310596083718,104.739750515253,48.3587055341703,66.1282067091156,17.7695011749454,65.3233237800502,67.5343833718611,"SC0040000"
2019,"ANDERSON CO SO ANDERSON","County",156813,70,95.3097881159275,25.3097881159275,94.1994587461993,97.2479721180173,44.6391561924075,60.7792645481736,16.1401083557661,60.0712050315977,62.0152488110152,"SC0040000"
2020,"ANDERSON CO SO ANDERSON","County",158494,91,124.19068855944,33.1906885594396,122.87429312361,126.597096270033,57.4154226658422,78.3567129099143,20.9412902440721,77.5261480709745,79.8750086880467,"SC0040000"
